Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"Y Wang, T Guo, Z Huang, Y Yuan","Revisiting evolutionary program repair via code language model",2024,"arXiv preprint arXiv:2408.10486","arxiv.org","https://arxiv.org/abs/2408.10486","https://scholar.google.com/scholar?cites=11723391170123759862&as_sdt=2005&sciodt=2007&hl=en",73,"2025-03-14 11:09:45","","","","",,,,,3,3.00,1,4,1,"… To address these defects, Automated Program Repair (APR) has been developed to fix bugs … To further prove the effectiveness, we list in Table 8 the correct patches that use the extra …","https://arxiv.org/pdf/2408.10486","https://scholar.google.com/scholar?q=related:9oAt8ifasaIJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"S Nagy, J Kim, T Reps, L D'Antoni","Automating unrealizability logic: Hoare-style proof synthesis for infinite sets of programs",2024,"… of the ACM on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3689715","https://scholar.google.com/scholar?cites=6158678347383123753&as_sdt=2005&sciodt=2007&hl=en",80,"2025-03-14 11:09:45","","10.1145/3689715","","",,,,,3,3.00,1,4,1,"… In this work, we design the first UL proof synthesis … proof structure in a fully syntax-directed fashion. We show that Wuldo, when provided nonterminal summaries, can express and prove …","https://dl.acm.org/doi/pdf/10.1145/3689715","https://scholar.google.com/scholar?q=related:KS-prVMFeFUJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"N Sukur, N Milošević, D Pracner, Z Budimac","Automated program improvement with reinforcement learning and graph neural networks",2024,"Soft Computing","Springer","https://link.springer.com/article/10.1007/s00500-023-08559-1","https://scholar.google.com/scholar?cites=150757401793377395&as_sdt=2005&sciodt=2007&hl=en",88,"2025-03-14 11:09:45","","10.1007/s00500-023-08559-1","","",,,,,3,3.00,1,4,1,"… Automated software transformations and the process of automated program repair and … In this paper, we present a proof-of-concept system for automatic program optimization. We …","","https://scholar.google.com/scholar?q=related:c7Qn5Q6ZFwIJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
8,"E Pinconschi, QC Bui, R Abreu, P Adão, ...","Maestro: A platform for benchmarking automatic program repair tools on software vulnerabilities",2022,"Proceedings of the 31st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3533767.3543291","https://scholar.google.com/scholar?cites=6930422810439102377&as_sdt=2005&sciodt=2007&hl=en",37,"2025-03-14 11:09:45","","10.1145/3533767.3543291","","",,,,,8,2.67,2,5,3,"… RESTful APIs for performing automated software vulnerability repair. Our platform connects … As a proof-of-concept, we integrated a total of four repair tools and two vulnerability datasets …","https://dl.acm.org/doi/pdf/10.1145/3533767.3543291","https://scholar.google.com/scholar?q=related:qa98v9POLWAJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
5,"L Cruz-Filipe, F Montesi","Now it compiles! certified automatic repair of uncompilable protocols",2023,"arXiv preprint arXiv:2302.14622","arxiv.org","https://arxiv.org/abs/2302.14622","https://scholar.google.com/scholar?cites=6596720776856393728&as_sdt=2005&sciodt=2007&hl=en",31,"2025-03-14 11:09:45","","","","",,,,,5,2.50,3,2,2,"… as hypotheses, we prove projectability of particular programs applying amend_projectable_C to Main P and to the bodies of all procedure definitions. The development in the next …","https://arxiv.org/pdf/2302.14622","https://scholar.google.com/scholar?q=related:ANj2ephCjFsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
5,"B Khaireddine, A Zakharchenko, M Martinez, A Mili","Toward a theory of program repair",2023,"Acta Informatica","Springer","https://link.springer.com/article/10.1007/s00236-023-00438-4","https://scholar.google.com/scholar?cites=8832911328823126760&as_sdt=2005&sciodt=2007&hl=en",51,"2025-03-14 11:09:45","","10.1007/s00236-023-00438-4","","",,,,,5,2.50,1,4,2,"… program repair whose main thrust is to achieve absolute correctness by stepwise increments of relative correctness; we prove … , an automated tool for repairing software regressions that …","https://par.nsf.gov/servlets/purl/10538708","https://scholar.google.com/scholar?q=related:6KoGBw7OlHoJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
5,"P Santiesteban, Y Huang, W Weimer, ...","Cirfix: Automated hardware repair and its real-world applications",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10108500/","https://scholar.google.com/scholar?cites=6428023778137902547&as_sdt=2005&sciodt=2007&hl=en",60,"2025-03-14 11:09:45","","","","",,,,,5,2.50,1,4,2,"… , a framework for automatically repairing defects in hardware … software-level automated program repair and hardware … produces plausible repairs for 21/32 and correct repairs for …","https://par.nsf.gov/servlets/purl/10421498","https://scholar.google.com/scholar?q=related:042sr5HtNFkJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
7,"S Jacobs, M Sakr, M Völp","Automatic repair and deadlock detection for parameterized systems",2022,"# …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/58896/E-Book_Proceedings%20of%20the%2022nd%20Conference%20on%20Formal%20Methods%20in%20Computer-Aided%20Design%20%C3%A2%E2%82%AC%E2%80%9C%20FMCAD%202022.pdf?sequence=1#page=238","https://scholar.google.com/scholar?cites=17870348699472639321&as_sdt=2005&sciodt=2007&hl=en",61,"2025-03-14 11:09:45","PDF","","","",,,,,7,2.33,2,3,3,"… Full proofs for the lemmas in this section can be found in the extended version [17]. … Weimer, and CL Goues,“A genetic programming approach to automated software repair,” in Genetic …","https://library.oapen.org/bitstream/handle/20.500.12657/58896/E-Book_Proceedings%20of%20the%2022nd%20Conference%20on%20Formal%20Methods%20in%20Computer-Aided%20Design%20%C3%A2%E2%82%AC%E2%80%9C%20FMCAD%202022.pdf?sequence=1#page=238","https://scholar.google.com/scholar?q=related:WTVuBHY7APgJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
5,"D Cohen, O Strichman","Automated repair of neural networks",2022,"arXiv preprint arXiv:2207.08157","arxiv.org","https://arxiv.org/abs/2207.08157","https://scholar.google.com/scholar?cites=854940617017855028&as_sdt=2005&sciodt=2007&hl=en",23,"2025-03-14 11:09:45","","","","",,,,,5,1.67,3,2,3,"… To remedy these issues we introduce a framework for repairing unsafe NNs wrt safety … to empirically prove its effectiveness. To conclude, we provide an algorithm to automatically repair …","https://arxiv.org/pdf/2207.08157","https://scholar.google.com/scholar?q=related:NAxnJfZb3QsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
5,"A Fonseca, M Oliveira","Figra: Evaluating a larger search space for Cardumen in Automatic Program Repair",2022,"… Workshop on Automated Program Repair","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3524459.3527345","https://scholar.google.com/scholar?cites=9790013932038615997&as_sdt=2005&sciodt=2007&hl=en",86,"2025-03-14 11:09:45","","10.1145/3524459.3527345","","",,,,,5,1.67,3,2,3,"… existing code from the program under repair or use predefined … program under repair, which might not be enough to repair a … To prove this statement, unit tests were created to assert that …","https://www.researchgate.net/profile/Alcides-Fonseca/publication/362457135_Figra_Evaluating_a_larger_search_space_for_Cardumen_in_Automatic_Program_Repair/links/62eb0f57505511283e89d5cb/Figra-Evaluating-a-larger-search-space-for-Cardumen-in-Automatic-Program-Repair.pdf","https://scholar.google.com/scholar?q=related:vXNJLc0d3YcJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"OI Al-Bataineh, L Moonen","Towards extending the range of bugs that automated program repair can handle",2022,"2022 IEEE 22nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10062462/","https://scholar.google.com/scholar?cites=1398805468307051340&as_sdt=2005&sciodt=2007&hl=en",27,"2025-03-14 11:09:45","","","","",,,,,4,1.33,2,2,3,"… This section describes a hybrid program repair approach for termination bugs that … prove the termination of program Pc by simply applying a sequential termination prover: a sound proof …","https://arxiv.org/pdf/2211.03911","https://scholar.google.com/scholar?q=related:TNNQiCmOaRMJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
4,"J Zhang, I Beschastnikh, S Mechtaev, ...","Fair decision making via automated repair of decision trees",2022,"Proceedings of the 2nd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3524491.3527306","https://scholar.google.com/scholar?cites=2014933855980942988&as_sdt=2005&sciodt=2007&hl=en",85,"2025-03-14 11:09:45","","10.1145/3524491.3527306","","",,,,,4,1.33,1,4,3,"… solution to fairness-guided automated repair of decision trees and random forests. 2. We prove that our approach is sound and complete in finding fair repairs with a bounded semantic …","https://dl.acm.org/doi/pdf/10.1145/3524491.3527306","https://scholar.google.com/scholar?q=related:jPamm6p79hsJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
3,"S Kommrusch","Machine learning for computer aided programming: From stochastic program repair to verifiable program equivalence",2022,"","search.proquest.com","https://search.proquest.com/openview/9f557e7b992adb1240196425a62f61bb/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=12153691605120320696&as_sdt=2005&sciodt=2007&hl=en",30,"2025-03-14 11:09:45","","","","",,,,,3,1.00,3,1,3,"… code representation for the program repair task which we call … presenting programs for symbolic reasoning and proof … the current state of automated program repair is limited to simple …","https://api.mountainscholar.org/server/api/core/bitstreams/d856fb35-54d6-4aa9-adc4-a7a70695ffa5/content","https://scholar.google.com/scholar?q=related:uATYMB-WqqgJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
2,"L Shi, Y Wang, R Alur, BT Loo","Automatic repair for network programs",2022,"… Conference on Tools and Algorithms for …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-99527-0_19","https://scholar.google.com/scholar?cites=5050755726447600673&as_sdt=2005&sciodt=2007&hl=en",6,"2025-03-14 11:09:45","","10.1007/978-3-030-99527-0_19","","",,,,,2,0.67,1,4,3,"… automated program repair technique that aims to help network operators debug and fix network controller programs … on either model checking or theorem proving. For example, VeriCon …","https://link.springer.com/content/pdf/10.1007/978-3-030-99527-0_19.pdf","https://scholar.google.com/scholar?q=related:IeQtupLjF0YJ:scholar.google.com/&scioq=automated+program+repair+proof&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2024"
