Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1368,"DW Loveland","Automated theorem proving: A logical basis",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=lsvSBQAAQBAJ&oi=fnd&pg=PP1&dq=automated+program+repair+proof+learning&ots=4wYuhpR3Lj&sig=Xdtmb9mDFpSLvc9rFYR8Y9y6mXs","https://scholar.google.com/scholar?cites=1422841032793172170&as_sdt=2005&sciodt=2007&hl=en",89,"2025-03-14 11:11:13","BOOK","","","",,,,,1368,152.00,1368,1,9,"… They then face the question of adequate repair. It seems pragmatically more efficient to … problem of plane geometry within the setting of theorem proving such as we will study here. …","","https://scholar.google.com/scholar?q=related:yqh8e2HyvhMJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
1365,"C Le Goues, TV Nguyen, S Forrest, ...","Genprog: A generic method for automatic software repair",2011,"… on software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6035728/","https://scholar.google.com/scholar?cites=12888183638113311058&as_sdt=2005&sciodt=2007&hl=en",14,"2025-03-14 11:11:13","","","","",,,,,1365,97.50,341,4,14,"… We evaluated the quality of the generated repairs in the context of a proof-of-concept closed-loop repair system and showed that, for our case-study benchmarks, time lost to the …","https://web.eecs.umich.edu/~weimerw/p/weimer-tse2011-genprog-preprint.pdf","https://scholar.google.com/scholar?q=related:Utm-_bsG3LIJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
1532,"MD Ernst, JH Perkins, PJ Guo, S McCamant, ...","The Daikon system for dynamic detection of likely invariants",2007,"… computer programming","Elsevier","https://www.sciencedirect.com/science/article/pii/S016764230700161X","https://scholar.google.com/scholar?cites=7054766108279062619&as_sdt=2005&sciodt=2007&hl=en",91,"2025-03-14 11:11:13","","","","",,,,,1532,85.11,306,5,18,"… in component integration, automating theorem proving, repairing inconsistent data structures, … learning over correct and faulty programs to predict what properties in a different program …","https://www.sciencedirect.com/science/article/pii/S016764230700161X/pdf?md5=b2b7f01b59dd3137eaf94b20b775d716&pid=1-s2.0-S016764230700161X-main.pdf&_valck=1","https://scholar.google.com/scholar?q=related:W0Bw0WWQ52EJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
583,"M Monperrus","Automatic software repair: A bibliography",2018,"ACM Computing Surveys (CSUR)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3105906","https://scholar.google.com/scholar?cites=6736303360407277782&as_sdt=2005&sciodt=2007&hl=en",10,"2025-03-14 11:11:13","","10.1145/3105906","","",,,,,583,83.29,583,1,7,"… based on deep learning to suggest … proof-based program verification on ML programs using Isabel as an oracle. When the proof fails, the counter-example of the proof drives a repair …","https://arxiv.org/pdf/1807.00515","https://scholar.google.com/scholar?q=related:1pBYQDcofF0J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
132,"E First, MN Rabe, T Ringer, Y Brun","Baldur: Whole-proof generation and repair with large language models",2023,"… 31st ACM Joint European Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3611643.3616243","https://scholar.google.com/scholar?cites=3109420433114543079&as_sdt=2005&sciodt=2007&hl=en",31,"2025-03-14 11:11:13","","10.1145/3611643.3616243","","",,,,,132,66.00,33,4,2,"… in proof repair that further improves automated proof … proof from the original training example. We fine-tune the pretrained LLM on the proof repair training set to obtain the proof repair …","https://dl.acm.org/doi/pdf/10.1145/3611643.3616243","https://scholar.google.com/scholar?q=related:5zMi1WjhJisJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
233,"Q Zhu, Z Sun, Y Xiao, W Zhang, K Yuan, ...","A syntax-guided edit decoder for neural program repair",2021,"… on European software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3468264.3468544","https://scholar.google.com/scholar?cites=14974864335487906856&as_sdt=2005&sciodt=2007&hl=en",72,"2025-03-14 11:11:13","","10.1145/3468264.3468544","","",,,,,233,58.25,39,6,4,"… Proof. It is easy to see that the theorem holds by structural induction on the grammar of the edits… A systematic study of automated program repair: Fixing 55 out of 105 bugs for $8 each. In …","https://arxiv.org/pdf/2106.08253","https://scholar.google.com/scholar?q=related:KDRs3MVn0c8J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
284,"H Wang, G Ye, Z Tang, SH Tan, ...","Combining graph-based learning with automated data collection for code vulnerability detection",2020,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9293321/","https://scholar.google.com/scholar?cites=548557031467549418&as_sdt=2005&sciodt=2007&hl=en",96,"2025-03-14 11:11:13","","","","",,,,,284,56.80,57,5,5,"… There is now ample evidence showing that machine learning techniques can exceed … fixing a code vulnerability or not. For training, we simply supply the expert models with the training …","https://eprints.whiterose.ac.uk/168594/16/TIFS_2021.pdf","https://scholar.google.com/scholar?q=related:6oKqt7bdnAcJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
394,"EK Smith, ET Barr, C Le Goues, Y Brun","Is the cure worse than the disease? overfitting in automated program repair",2015,"… on foundations of software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2786805.2786825","https://scholar.google.com/scholar?cites=3574471276823118201&as_sdt=2005&sciodt=2007&hl=en",21,"2025-03-14 11:11:13","","10.1145/2786805.2786825","","",,,,,394,39.40,99,4,10,"… The most common prior evaluations of automatic repair provide evidence of techniques’ … Our study admittedly uses small programs written by novice programmers, which threatens …","https://par.nsf.gov/servlets/purl/10019053","https://scholar.google.com/scholar?q=related:eQHhGrASmzEJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
385,"C Le Goues, N Holtschulte, EK Smith, ...","The ManyBugs and IntroClass benchmarks for automated repair of C programs",2015,"… on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7153570/","https://scholar.google.com/scholar?cites=6464041612135744752&as_sdt=2005&sciodt=2007&hl=en",49,"2025-03-14 11:11:13","","","","",,,,,385,38.50,96,4,10,"… evidence to support claims about automatic program repair. … as researchers who study automatic repair. We mitigated this … in a focused study of fault localization for program repair [52]. …","https://ieeexplore.ieee.org/ielaam/32/7349123/7153570-aam.pdf","https://scholar.google.com/scholar?q=related:8MSxKJnjtFkJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
77,"N Tihanyi, R Jain, Y Charalambous, MA Ferrag, ...","A new era in software security: Towards self-healing software via large language models and formal verification",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2305.14752","https://scholar.google.com/scholar?cites=17342284413158123647&as_sdt=2005&sciodt=2007&hl=en",95,"2025-03-14 11:11:13","","","","",,,,,77,38.50,15,5,2,"… We present the ESBMC-AI framework as a proof of concept, … ’s capability to automate the detection and repair of issues such … This research aims to study and identify the impact of formal …","https://arxiv.org/pdf/2305.14752","https://scholar.google.com/scholar?q=related:f2gVWMorrPAJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
37,"Q Zhang, C Fang, Y Xie, YX Ma, W Sun, Y Yang, ...","A systematic literature review on large language models for automated program repair",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2405.01466","https://scholar.google.com/scholar?cites=684364348744560762&as_sdt=2005&sciodt=2007&hl=en",8,"2025-03-14 11:11:13","","","","",,,,,37,37.00,5,7,1,"… even further by requiring LLMs to perform program repair … LLMs for program repair in a zero-shot learning setting. The … to automate the generation and repair of whole formal proofs. …","https://arxiv.org/pdf/2405.01466","https://scholar.google.com/scholar?q=related:enDcz79ZfwkJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
228,"S Gulwani, I Radiček, F Zuleger","Automated clustering and program repair for introductory programming assignments",2018,"ACM SIGPLAN Notices","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3296979.3192387","https://scholar.google.com/scholar?cites=1593579633285766991&as_sdt=2005&sciodt=2007&hl=en",4,"2025-03-14 11:11:13","","10.1145/3296979.3192387","","",,,,,228,32.57,76,3,7,"… in programming education. In this paper, we present a novel fully automated program repair … Clara is able to repair 97% of student attempts, in 3.2s on average; we study the quality of …","https://dl.acm.org/doi/pdf/10.1145/3296979.3192387","https://scholar.google.com/scholar?q=related:T59LuzuIHRYJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
96,"X Gao, B Wang, GJ Duck, R Ji, Y Xiong, ...","Beyond tests: Program vulnerability repair via crash constraint extraction",2021,"… on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3418461","https://scholar.google.com/scholar?cites=8299058016620177967&as_sdt=2005&sciodt=2007&hl=en",66,"2025-03-14 11:11:13","","10.1145/3418461","","",,,,,96,24.00,16,6,4,"… Automated program repair is an emerging technology that … The extracted constraint serves as a proof obligation that our … separation logic [49] or learning repair strategies from the wild [1]…","https://dl.acm.org/doi/pdf/10.1145/3418461","https://scholar.google.com/scholar?q=related:L-oAu0stLHMJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
167,"J Yang, A Zhikhartsev, Y Liu, L Tan","Better test cases for better automated program repair",2017,"… meeting on foundations of software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3106237.3106274","https://scholar.google.com/scholar?cites=10563745659949470496&as_sdt=2005&sciodt=2007&hl=en",3,"2025-03-14 11:11:13","","10.1145/3106237.3106274","","",,,,,167,20.88,42,4,8,"… We evaluate the proposed approach by applying it to improve four G&V techniques to repair … work, we study the effectiveness of test cases in the context of automated program repair. …","https://jinqiuyang.github.io/papers/opad-fse17.pdf","https://scholar.google.com/scholar?q=related:INPcZrX2mZIJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
234,"C Le Goues, S Forrest, W Weimer","Current challenges in automatic software repair",2013,"Software quality journal","Springer","https://link.springer.com/article/10.1007/s11219-013-9208-0","https://scholar.google.com/scholar?cites=2338666805563582693&as_sdt=2005&sciodt=2007&hl=en",20,"2025-03-14 11:11:13","","10.1007/s11219-013-9208-0","","",,,,,234,19.50,78,3,12,"… Much more work remains to be done in this general area, both to develop additional measures, study other repair methods, and improve existing repair search techniques. We believe …","https://squareslab.github.io/papers-repo/pdfs/weimer-sqj-2013.pdf","https://scholar.google.com/scholar?q=related:5WidoRGddCAJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
133,"R van Tonder, C Le Goues","Static automated program repair for heap properties",2018,"… 40th International Conference on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3180155.3180250","https://scholar.google.com/scholar?cites=18345973827118817459&as_sdt=2005&sciodt=2007&hl=en",12,"2025-03-14 11:11:13","","10.1145/3180155.3180250","","",,,,,133,19.00,67,2,7,"… effects of existing program fragments to fix faults related to … In this work we conduct the largest study of automatically fixing … Moreover, we demonstrate anecdotal evidence that our …","https://par.nsf.gov/servlets/purl/10081985","https://scholar.google.com/scholar?q=related:s-AHoP79mf4J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
76,"S Chakraborty, B Ray","On multi-modal learning of editing source code",2021,"… Conference on Automated Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9678559/","https://scholar.google.com/scholar?cites=16816219899308244202&as_sdt=2005&sciodt=2007&hl=en",88,"2025-03-14 11:11:13","","","","",,,,,76,19.00,38,2,4,"… Regardless, we consider MODIT as a proof-of-concept, where … ,” ACM Transactions on Software Engineering and Methodology … translation for automatic program repair,” arXiv preprint …","https://arxiv.org/pdf/2108.06645","https://scholar.google.com/scholar?q=related:6nwf--Y2X-kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
148,"J Yi, UZ Ahmed, A Karkare, SH Tan, ...","A feasibility study of using automated program repair for introductory programming assignments",2017,"… Foundations of Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3106237.3106262","https://scholar.google.com/scholar?cites=12198936624513182532&as_sdt=2005&sciodt=2007&hl=en",2,"2025-03-14 11:11:13","","10.1145/3106237.3106262","","",,,,,148,18.50,30,5,8,"… To see whether automatically generated repairs actually help students and graders, we perform a user study with 263 students taking an introductory C programming course and 37 …","https://www.shinhwei.com/tutoring.pdf","https://scholar.google.com/scholar?q=related:RGucLTpUS6kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
18,"R Tufano, A Mastropaolo, F Pepe, O Dabic, ...","Unveiling ChatGPT's Usage in Open Source Projects: A Mining-based Study",2024,"… on Mining Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3643991.3644918","https://scholar.google.com/scholar?cites=15861070766195189031&as_sdt=2005&sciodt=2007&hl=en",93,"2025-03-14 11:11:13","","10.1145/3643991.3644918","","",,,,,18,18.00,4,5,1,"… , and PRs in which we found evidence of𝑇𝑖’s automation using ChatGPT. For … program repair (APR). Cao et al. [51] focus on program repair in the context of deep learning programs, …","https://dl.acm.org/doi/pdf/10.1145/3643991.3644918","https://scholar.google.com/scholar?q=related:J6VliNPXHdwJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
121,"M Monperrus","The living review on automated program repair",2018,"","hal.science","https://hal.science/hal-01956501/","https://scholar.google.com/scholar?cites=5078806402897614859&as_sdt=2005&sciodt=2007&hl=en",1,"2025-03-14 11:11:13","","","","",,,,,121,17.29,121,1,7,"… Concept This paper is a review on automatic program repair. … automatic repair with some kind of patch generation (runtime … is better than training from scratch for program repair in Java, …","https://hal.science/hal-01956501/file/repair-living-review.pdf","https://scholar.google.com/scholar?q=related:Cxixx4OLe0YJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
149,"L D'Antoni, R Samanta, R Singh","Qlose: Program Repair with Quantitative Objectives",2016,"International Conference on Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-41540-6_21","https://scholar.google.com/scholar?cites=5427094202320366935&as_sdt=2005&sciodt=2007&hl=en",100,"2025-03-14 11:11:13","","10.1007/978-3-319-41540-6_21","","",,,,,149,16.56,50,3,9,"… The goal of automatic program repair is to identify a set of … taken from educational tools such as CodeHunt and edX. … for our “proof of concept” experiments with quantitative program …","https://cs.purdue.edu/homes/roopsha/papers/qlose.pdf","https://scholar.google.com/scholar?q=related:Vy3jS2zpUEsJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
46,"QC Bui, R Scandariato, NED Ferreyra","Vul4J: a dataset of reproducible Java vulnerabilities geared towards the study of program repair techniques",2022,"… Conference on Mining Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3524842.3528482","https://scholar.google.com/scholar?cites=16031224443506565193&as_sdt=2005&sciodt=2007&hl=en",53,"2025-03-14 11:11:13","","10.1145/3524842.3528482","","",,,,,46,15.33,15,3,3,"… importantly, to a Proof of Vulnerability (PoV) test case. We analyzed 1803 fix commits from … Particularly, it targets the study of Automated Program Repair (APR) tools, where PoVs are …","https://cuong.buiquang.com/papers/msr22.pdf","https://scholar.google.com/scholar?q=related:SaDEvbFZet4J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
14,"QC Bui, R Paramitha, DL Vu, F Massacci, ...","APR4Vul: an empirical study of automatic program repair techniques on real-world Java vulnerabilities",2024,"Empirical software …","Springer","https://link.springer.com/article/10.1007/s10664-023-10415-7","https://scholar.google.com/scholar?cites=6522317485520059360&as_sdt=2005&sciodt=2007&hl=en",47,"2025-03-14 11:11:13","HTML","10.1007/s10664-023-10415-7","","",,,,,14,14.00,3,5,1,"… study suggests that additional repair patterns should be implemented for existing APR tools to fix … In this work, the concept of Proof of Vulnerability (PoV) test (also known as negative test…","https://link.springer.com/article/10.1007/s10664-023-10415-7","https://scholar.google.com/scholar?q=related:4Pu9RDLtg1oJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
27,"H Wu, C Barrett, N Narodytska","Lemur: Integrating large language models in automated program verification",2023,"arXiv preprint arXiv:2310.04870","arxiv.org","https://arxiv.org/abs/2310.04870","https://scholar.google.com/scholar?cites=14009534725437761957&as_sdt=2005&sciodt=2007&hl=en",75,"2025-03-14 11:11:13","","","","",,,,,27,13.50,9,3,2,"… , a proof calculus that combines LLMs and automated … In this section, we study how LEMUR compares with this … If we prove that q is FALSE, we can repair q by informing an LLM …","https://arxiv.org/pdf/2310.04870","https://scholar.google.com/scholar?q=related:pak3apvda8IJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
66,"Y Ding, B Ray, P Devanbu, ...","Patching as translation: the data and the metaphor",2020,"… on Automated Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3324884.3416587","https://scholar.google.com/scholar?cites=15111523791162902165&as_sdt=2005&sciodt=2007&hl=en",86,"2025-03-14 11:11:13","","10.1145/3324884.3416587","","",,,,,66,13.20,17,4,5,"… code repair: we show evidence that buggy fragments often lack the information required to … This paper presents a case-study of a specific type of program repair, which we explore in …","https://dl.acm.org/doi/pdf/10.1145/3324884.3416587","https://scholar.google.com/scholar?q=related:lQYh49LqttEJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
37,"UZ Ahmed, Z Fan, J Yi, OI Al-Bataineh, ...","Verifix: Verified repair of programming assignments",2022,"… on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510418","https://scholar.google.com/scholar?cites=14518368609771878116&as_sdt=2005&sciodt=2007&hl=en",32,"2025-03-14 11:11:13","","10.1145/3510418","","",,,,,37,12.33,7,5,3,"… in automated program repair (APR) techniques for providing … verified repair for general purpose programming education. … automatically proving the equivalence between two programs …","https://arxiv.org/pdf/2106.16199","https://scholar.google.com/scholar?q=related:5HaiN1Sbe8kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
36,"E First, Y Brun","Diversity-driven automated formal verification",2022,"… of the 44th International Conference on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510003.3510138","https://scholar.google.com/scholar?cites=8484489642169230324&as_sdt=2005&sciodt=2007&hl=en",71,"2025-03-14 11:11:13","","10.1145/3510003.3510138","","",,,,,36,12.00,18,2,3,"… theorems from 122 open-source software projects in Coq, we … learning parameters and learning data that, together, prove 68… proof script, but our ideas could potentially be used to repair …","https://dl.acm.org/doi/pdf/10.1145/3510003.3510138","https://scholar.google.com/scholar?q=related:9GP6dWD2vnUJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
11,"S Chakraborty, G Ebner, S Bhat, S Fakhoury, ...","Towards neural synthesis for SMT-assisted proof-oriented programming",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2405.01787","https://scholar.google.com/scholar?cites=3050227926044042967&as_sdt=2005&sciodt=2007&hl=en",94,"2025-03-14 11:11:13","","","","",,,,,11,11.00,2,5,1,"… AI to automate the construction of proof-oriented programs, … and fine-tuned repair model to complete full proofs for Isabelle/… to training dataset in V1 also remained in the training set on …","https://arxiv.org/pdf/2405.01787","https://scholar.google.com/scholar?q=related:1-bUTyOWVCoJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
19,"M Motwani, Y Brun","Better automatic program repair by using bug reports and tests together",2023,"… 45th International Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10172693/","https://scholar.google.com/scholar?cites=14836329137754984684&as_sdt=2005&sciodt=2007&hl=en",43,"2025-03-14 11:11:13","","","","",,,,,19,9.50,10,2,2,"… To study the effect of combining FL on repair quality (Section III-D), we select Arja [113], SequenceR [14], and SimFix [36], three state-ofthe-art APR tools that have varied FL sensitivity […","https://arxiv.org/pdf/2011.08340","https://scholar.google.com/scholar?q=related:7NCpmr465c0J:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
9,"H Eladawy, C Le Goues, Y Brun","Automated program repair, what is it good for? not absolutely nothing!",2024,"… International Conference on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3597503.3639095","https://scholar.google.com/scholar?cites=15311459339117677030&as_sdt=2005&sciodt=2007&hl=en",5,"2025-03-14 11:11:13","","10.1145/3597503.3639095","","",,,,,9,9.00,3,3,1,"… Surprisingly, however, we found no evidence that programming experience improved the effect of APR on debugging. Overall, our study provides strong evidence of promise for APR-…","https://dl.acm.org/doi/pdf/10.1145/3597503.3639095","https://scholar.google.com/scholar?q=related:5knyNCU7fdQJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
36,"T Ringer, RD Porter, N Yazdani, J Leo, ...","Proof repair across type equivalences",2021,"… on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3453483.3454033","https://scholar.google.com/scholar?cites=555518798937653735&as_sdt=2005&sciodt=2007&hl=en",68,"2025-03-14 11:11:13","","10.1145/3453483.3454033","","",,,,,36,9.00,7,5,4,"… This case study and the next case study break this change into two parts. In the first part, we used Pumpkin Pi with automatic configuration to repair functions and proofs about the …","https://arxiv.org/pdf/2010.00774","https://scholar.google.com/scholar?q=related:5wG7hGeZtQcJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
39,"K Hutchinson, R Sloutsky, A Collimore, ...","A music-based digital therapeutic: proof-of-concept automation of a progressive and individualized rhythm-based walking training program after stroke",2020,"… and neural repair","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1545968320961114","https://scholar.google.com/scholar?cites=11265517601643952853&as_sdt=2005&sciodt=2007&hl=en",65,"2025-03-14 11:11:13","","10.1177/1545968320961114","","",,,,,39,7.80,10,4,5,"… this proof-of-concept study, we show that a sensor-automated, progressive, and individualized rhythmic locomotor training program … A substantial evidence base that spans more than 2 …","https://journals.sagepub.com/doi/full/10.1177/1545968320961114","https://scholar.google.com/scholar?q=related:1frlSJIoV5wJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
7,"M Lu, B Delaware, T Zhang","Proof automation with large language models",2024,"… Conference on Automated Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3691620.3695521","https://scholar.google.com/scholar?cites=11666856840087938288&as_sdt=2005&sciodt=2007&hl=en",11,"2025-03-14 11:11:13","","10.1145/3691620.3695521","","",,,,,7,7.00,2,3,1,"… Guided by this formative study, we propose PALM, a novel generate-then-repair approach that combines LLMs and symbolic methods. Our key insight is to use LLMs to generate an …","https://dl.acm.org/doi/pdf/10.1145/3691620.3695521","https://scholar.google.com/scholar?q=related:8CTHfnsA6aEJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
7,"MR Lyu, B Ray, A Roychoudhury, SH Tan, ...","Automatic programming: Large language models and beyond",2024,"… on Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3708519","https://scholar.google.com/scholar?cites=3639599055550459666&as_sdt=2005&sciodt=2007&hl=en",23,"2025-03-14 11:11:13","","10.1145/3708519","","",,,,,7,7.00,1,5,1,"… advances in software engineering such as program repair and … code from LLMs, along with evidence of assurance. … LLMs), we study the topic of automated programming more broadly in …","https://dl.acm.org/doi/pdf/10.1145/3708519","https://scholar.google.com/scholar?q=related:Eq_uvg50gjIJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
21,"S Hong, J Kim, E Yang","Automated text classification of maintenance data of higher education buildings using text mining and machine learning techniques",2022,"Journal of Architectural Engineering","ascelibrary.org","https://ascelibrary.org/doi/full/10.1061/(ASCE)AE.1943-5568.0000522","https://scholar.google.com/scholar?cites=7297636583713480947&as_sdt=2005&sciodt=2007&hl=en",76,"2025-03-14 11:11:13","","10.1061/(ASCE)AE.1943-5568.0000522","","",,,,,21,7.00,7,3,3,"… 1: (1) data collection and cleaning, (2) text mining, and (3) model validation and proof of … from the CMMS software and cleaned. In this case study, the building maintenance datasets of …","","https://scholar.google.com/scholar?q=related:8yAj8M5pRmUJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
7,"G Li, C Zhi, J Chen, J Han, S Deng","Exploring parameter-efficient fine-tuning of large language model on automated program repair",2024,"… Conference on Automated Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3691620.3695066","https://scholar.google.com/scholar?cites=18109280530866880416&as_sdt=2005&sciodt=2007&hl=en",78,"2025-03-14 11:11:13","","10.1145/3691620.3695066","","",,,,,7,7.00,1,5,1,"… Automated Program Repair (APR) aims to fix bugs by generating patches. And existing work has demonstrated that “pre-training … The results of experiments provide evidence that APR-…","https://arxiv.org/pdf/2406.05639","https://scholar.google.com/scholar?q=related:oL83HLIWUfsJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
61,"XBD Le, QL Le, D Lo, ...","Enhancing automated program repair with deductive verification",2016,"… on Software Maintenance …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7816488/","https://scholar.google.com/scholar?cites=16815105925363685270&as_sdt=2005&sciodt=2007&hl=en",9,"2025-03-14 11:11:13","","","","",,,,,61,6.78,15,4,9,"… Bugs are detected when the semantic analysis cannot prove the correctness of a program … We could also employ machine learning techniques to help traverse the search space of …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=4755&context=sis_research","https://scholar.google.com/scholar?q=related:llfetb9BW-kJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
66,"E Kneuss, M Koukoutos, V Kuncak","Deductive program repair",2015,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-21668-3_13","https://scholar.google.com/scholar?cites=9591305226264680137&as_sdt=2005&sciodt=2007&hl=en",58,"2025-03-14 11:11:13","","10.1007/978-3-319-21668-3_13","","",,,,,66,6.60,22,3,10,"… We combine two automatic sources of inputs: enumeration … A failing proof thus does not indicate a wrong repair, but … At the same time, the developer need not learn a notation for …","https://infoscience.epfl.ch/record/255794/files/KneussETAL15DeductiveProgramRepair.pdf","https://scholar.google.com/scholar?q=related:yZbaT0kpG4UJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
13,"K Gopinathan, M Keoliya, I Sergey","Mostly automated proof repair for verified libraries",2023,"… of the ACM on Programming …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3591221","https://scholar.google.com/scholar?cites=7608062243341773282&as_sdt=2005&sciodt=2007&hl=en",6,"2025-03-14 11:11:13","","10.1145/3591221","","",,,,,13,6.50,4,3,2,"… Having executed iteri, the invariant in its postcondition is instantiated with the full sequence ℓ, and so we learn that the final contents of the array a must have the same length as ℓ, with …","https://dl.acm.org/doi/pdf/10.1145/3591221","https://scholar.google.com/scholar?q=related:4qlyE01ElWkJ:scholar.google.com/&scioq=automated+program+repair+proof+learning&hl=en&as_sdt=2007"
